year	month	data-type	region	extent	area	time
2007	11	Goddard	N	9.76	8.06	2007.875
2007	11	Goddard	S	15.89	12.16	2007.875
2007	12	Goddard	N	12.03	10.18	2007.95833333333
2007	12	Goddard	S	11.98	8.38	2007.95833333333
2008	1	Goddard	N	13.89	12.3	2008.04166666667
2008	1	Goddard	S	6.41	4.07	2008.04166666667
2008	2	Goddard	N	14.95	13.21	2008.125
2008	2	Goddard	S	3.89	2.4	2008.125
2008	3	Goddard	N	15.18	13.53	2008.20833333333
2008	3	Goddard	S	5.28	3.68	2008.20833333333
2008	4	Goddard	N	14.35	12.78	2008.29166666667
2008	4	Goddard	S	8.24	6.23	2008.29166666667
2008	5	Goddard	N	12.97	11.25	2008.375
2008	5	Goddard	S	11.05	8.6	2008.375
2008	6	Goddard	N	11.21	8.85	2008.45833333333
2008	6	Goddard	S	14.06	11.4	2008.45833333333
2008	7	Goddard	N	8.68	6.06	2008.54166666667
2008	7	Goddard	S	16.09	12.95	2008.54166666667
2008	8	Goddard	N	5.91	3.79	2008.625
2008	8	Goddard	S	17.64	14.13	2008.625
2008	9	Goddard	N	4.69	3.26	2008.70833333333
2008	9	Goddard	S	18.15	14.39	2008.70833333333
2008	10	Goddard	N	7.35	5.77	2008.79166666667
2008	10	Goddard	S	17.99	14.12	2008.79166666667
2008	11	Goddard	N	10.34	9.05	2008.875
2008	11	Goddard	S	16.25	12.01	2008.875
2008	12	Goddard	N	12.36	10.97	2008.95833333333
2008	12	Goddard	S	11.51	7.39	2008.95833333333
2009	1	Goddard	N	13.91	12.32	2009.04166666667
2009	1	Goddard	S	5.71	3.5	2009.04166666667
2009	2	Goddard	N	14.81	13.21	2009.125
2009	2	Goddard	S	2.99	1.97	2009.125
2009	3	Goddard	N	14.98	13.43	2009.20833333333
2009	3	Goddard	S	4.44	3.02	2009.20833333333
2009	4	Goddard	N	14.5	12.92	2009.29166666667
2009	4	Goddard	S	7.8	5.96	2009.29166666667
2009	5	Goddard	N	13.19	11.48	2009.375
2009	5	Goddard	S	10.93	8.46	2009.375
2009	6	Goddard	N	11.32	9.25	2009.45833333333
2009	6	Goddard	S	13.91	11.09	2009.45833333333
2009	7	Goddard	N	8.47	6.12	2009.54166666667
2009	7	Goddard	S	16.26	13.09	2009.54166666667
2009	8	Goddard	N	6.14	4.16	2009.625
2009	8	Goddard	S	18.1	14.45	2009.625
2009	9	Goddard	N	5.26	3.76	2009.70833333333
2009	9	Goddard	S	18.96	15.08	2009.70833333333
2009	10	Goddard	N	6.92	5.24	2009.79166666667
2009	10	Goddard	S	18.3	14.35	2009.79166666667
2009	11	Goddard	N	9.77	8.36	2009.875
2009	11	Goddard	S	15.85	11.8	2009.875
2009	12	Goddard	N	12.2	10.59	2009.95833333333
2009	12	Goddard	S	10.74	7.09	2009.95833333333
2010	1	Goddard	N	13.74	12.04	2010.04166666667
2010	1	Goddard	S	4.96	3.33	2010.04166666667
2010	2	Goddard	N	14.58	12.96	2010.125
2010	2	Goddard	S	3.11	2.11	2010.125
2010	3	Goddard	N	15.14	13.53	2010.20833333333
2010	3	Goddard	S	3.85	2.66	2010.20833333333
2010	4	Goddard	N	14.66	12.85	2010.29166666667
2010	4	Goddard	S	6.72	5	2010.29166666667
2010	5	Goddard	N	12.87	10.88	2010.375
2010	5	Goddard	S	10.64	8.33	2010.375
2010	6	Goddard	N	10.59	8.37	2010.45833333333
2010	6	Goddard	S	14.41	11.65	2010.45833333333
2010	7	Goddard	N	8.07	5.57	2010.54166666667
2010	7	Goddard	S	16.92	13.74	2010.54166666667
2010	8	Goddard	N	5.87	3.88	2010.625
2010	8	Goddard	S	18.61	14.95	2010.625
2010	9	Goddard	N	4.87	3.34	2010.70833333333
2010	9	Goddard	S	18.8	14.43	2010.70833333333
2010	10	Goddard	N	6.98	5.48	2010.79166666667
2010	10	Goddard	S	18.65	14.41	2010.79166666667
2010	11	Goddard	N	9.61	8.43	2010.875
2010	11	Goddard	S	16.75	11.92	2010.875
2010	12	Goddard	N	11.83	10.43	2010.95833333333
2010	12	Goddard	S	11.27	6.94	2010.95833333333
2011	1	Goddard	N	13.46	11.83	2011.04166666667
2011	1	Goddard	S	4.51	3.05	2011.04166666667
2011	2	Goddard	N	14.36	12.76	2011.125
2011	2	Goddard	S	2.52	1.86	2011.125
2011	3	Goddard	N	14.55	12.83	2011.20833333333
2011	3	Goddard	S	3.37	2.26	2011.20833333333
2011	4	Goddard	N	14.11	12.45	2011.29166666667
2011	4	Goddard	S	6.1	4.39	2011.29166666667
2011	5	Goddard	N	12.68	10.74	2011.375
2011	5	Goddard	S	10.09	7.85	2011.375
2011	6	Goddard	N	10.75	8.54	2011.45833333333
2011	6	Goddard	S	13.33	10.54	2011.45833333333
2011	7	Goddard	N	7.72	5.4	2011.54166666667
2011	7	Goddard	S	15.75	12.34	2011.54166666667
2011	8	Goddard	N	5.5	3.38	2011.625
2011	8	Goddard	S	17.81	14.04	2011.625
2011	9	Goddard	N	4.56	3.21	2011.70833333333
2011	9	Goddard	S	18.74	14.57	2011.70833333333
2011	10	Goddard	N	6.46	5.02	2011.79166666667
2011	10	Goddard	S	18.22	14.23	2011.79166666667
2011	11	Goddard	N	9.77	8.52	2011.875
2011	11	Goddard	S	15.76	11.77	2011.875
2011	12	Goddard	N	12.15	10.63	2011.95833333333
2011	12	Goddard	S	11.2	7.4	2011.95833333333
2012	1	Goddard	N	13.73	12.21	2012.04166666667
2012	1	Goddard	S	5.65	3.71	2012.04166666667
2012	2	Goddard	N	14.55	12.72	2012.125
2012	2	Goddard	S	3.55	2.19	2012.125
2012	3	Goddard	N	15.2	13.41	2012.20833333333
2012	3	Goddard	S	4.55	2.91	2012.20833333333
2012	4	Goddard	N	14.63	12.87	2012.29166666667
2012	4	Goddard	S	7.31	5.55	2012.29166666667
2012	5	Goddard	N	13.01	11.05	2012.375
2012	5	Goddard	S	10.46	8.15	2012.375
2012	6	Goddard	N	10.67	8.16	2012.45833333333
2012	6	Goddard	S	13.55	10.79	2012.45833333333
2012	7	Goddard	N	7.67	5.09	2012.54166666667
2012	7	Goddard	S	16.3	13.31	2012.54166666667
2012	8	Goddard	N	4.72	2.93	2012.625
2012	8	Goddard	S	18.1	14.56	2012.625
2012	9	Goddard	N	3.57	2.41	2012.70833333333
2012	9	Goddard	S	19.21	15.41	2012.70833333333
2012	10	Goddard	N	5.89	4.58	2012.79166666667
2012	10	Goddard	S	18.59	14.45	2012.79166666667
2012	11	Goddard	N	9.39	8.06	2012.875
2012	11	Goddard	S	16.11	12.07	2012.875
2012	12	Goddard	N	12.01	10.45	2012.95833333333
2012	12	Goddard	S	10.39	7.38	2012.95833333333
2013	1	Goddard	N	13.7	12.02	2013.04166666667
2013	1	Goddard	S	5.54	3.94	2013.04166666667
2013	2	Goddard	N	14.72	13.2	2013.125
2013	2	Goddard	S	3.84	2.58	2013.125
2013	3	Goddard	N	15.03	13.45	2013.20833333333
2013	3	Goddard	S	5.02	3.49	2013.20833333333
2013	4	Goddard	N	14.3	12.75	2013.29166666667
2013	4	Goddard	S	7.62	5.75	2013.29166666667
2013	5	Goddard	N	13	11.25	2013.375
2013	5	Goddard	S	10.92	8.49	2013.375
2013	6	Goddard	N	11.36	8.95	2013.45833333333
2013	6	Goddard	S	14.15	11.27	2013.45833333333
2013	7	Goddard	N	8.13	5.81	2013.54166666667
2013	7	Goddard	S	16.81	13.73	2013.54166666667
2013	8	Goddard	N	6.01	4.17	2013.625
2013	8	Goddard	S	18.66	15.13	2013.625
2013	9	Goddard	N	5.21	3.78	2013.70833333333
2013	9	Goddard	S	19.39	15.28	2013.70833333333
2013	10	Goddard	N	7.45	5.95	2013.79166666667
2013	10	Goddard	S	19.02	15.13	2013.79166666667
2013	11	Goddard	N	9.94	8.66	2013.875
2013	11	Goddard	S	16.87	12.77	2013.875
2013	12	Goddard	N	12.18	10.87	2013.95833333333
2013	12	Goddard	S	11.85	8.34	2013.95833333333
2014	1	Goddard	N	13.65	12.1	2014.04166666667
2014	1	Goddard	S	6.33	4.38	2014.04166666667
2014	2	Goddard	N	14.42	12.56	2014.125
2014	2	Goddard	S	3.84	2.65	2014.125
2014	3	Goddard	N	14.76	12.95	2014.20833333333
2014	3	Goddard	S	4.9	3.32	2014.20833333333
2014	4	Goddard	N	14.09	12.43	2014.29166666667
2014	4	Goddard	S	8.34	6.41	2014.29166666667
2014	5	Goddard	N	12.7	11.05	2014.375
2014	5	Goddard	S	11.52	9.03	2014.375
2014	6	Goddard	N	11.03	8.76	2014.45833333333
2014	6	Goddard	S	14.69	12.06	2014.45833333333
2014	7	Goddard	N	8.11	5.96	2014.54166666667
2014	7	Goddard	S	17.11	13.95	2014.54166666667
2014	8	Goddard	N	6.08	4.37	2014.625
2014	8	Goddard	S	18.91	15.1	2014.625
2014	9	Goddard	N	5.22	3.74	2014.70833333333
2014	9	Goddard	S	19.76	15.75	2014.70833333333
2014	10	Goddard	N	7.23	5.7	2014.79166666667
2014	10	Goddard	S	19	14.83	2014.79166666667
2014	11	Goddard	N	10.11	8.75	2014.875
2014	11	Goddard	S	16.39	12.26	2014.875
2014	12	Goddard	N	12.35	10.89	2014.95833333333
2014	12	Goddard	S	11.93	8.21	2014.95833333333
2015	1	Goddard	N	13.6	12.17	2015.04166666667
2015	1	Goddard	S	6.85	4.34	2015.04166666667
2015	2	Goddard	N	14.4	12.85	2015.125
2015	2	Goddard	S	3.8	2.54	2015.125
2015	3	Goddard	N	14.37	12.78	2015.20833333333
2015	3	Goddard	S	4.96	3.45	2015.20833333333
2015	4	Goddard	N	13.89	12.33	2015.29166666667
2015	4	Goddard	S	8.37	6.37	2015.29166666667
2015	5	Goddard	N	12.47	10.9	2015.375
2015	5	Goddard	S	11.72	9.21	2015.375
2015	6	Goddard	N	10.88	8.7	2015.45833333333
2015	6	Goddard	S	14.47	11.48	2015.45833333333
2015	7	Goddard	N	8.38	5.66	2015.54166666667
2015	7	Goddard	S	16.78	13.45	2015.54166666667
2015	8	Goddard	N	5.6	3.63	2015.625
2015	8	Goddard	S	17.75	14.02	2015.625
2015	9	Goddard	N	4.62	3.42	2015.70833333333
2015	9	Goddard	S	18.44	14.45	2015.70833333333
2015	10	Goddard	N	6.97	5.49	2015.79166666667
2015	10	Goddard	S	18.41	14.36	2015.79166666667
2015	11	Goddard	N	9.85	8.48	2015.875
2015	11	Goddard	S	16.18	11.9	2015.875
2015	12	Goddard	N	12.04	10.64	2015.95833333333
2015	12	Goddard	S	10.66	7.09	2015.95833333333
2016	1	Goddard	N	13.46	11.8	2016.04166666667
2016	1	Goddard	S	4.69	3.03	2016.04166666667
2016	2	Goddard	N	14.2	12.43	2016.125
2016	2	Goddard	S	2.79	1.86	2016.125
2016	3	Goddard	N	14.4	12.61	2016.20833333333
2016	3	Goddard	S	4.07	2.77	2016.20833333333
2016	4	Goddard	N	13.68	11.98	2016.29166666667
2016	4	Goddard	S	7.22	5.38	2016.29166666667
2016	5	Goddard	N	11.92	10.25	2016.375
2016	5	Goddard	S	10.1	7.91	2016.375
2016	6	Goddard	N	10.41	8.21	2016.45833333333
2016	6	Goddard	S	13.24	10.61	2016.45833333333
2016	7	Goddard	N	7.94	5.37	2016.54166666667
2016	7	Goddard	S	16.02	12.55	2016.54166666667
2016	8	Goddard	N	5.37	3.31	2016.625
2016	8	Goddard	S	17.89	13.98	2016.625
2016	9	Goddard	N	4.53	2.91	2016.70833333333
2016	9	Goddard	S	18.15	13.86	2016.70833333333
2016	10	Goddard	N	6.08	4.4	2016.79166666667
2016	10	Goddard	S	17.46	12.94	2016.79166666667
2016	11	Goddard	N	8.66	7.01	2016.875
2016	11	Goddard	S	14.22	9.84	2016.875
2016	12	Goddard	N	11.46	9.62	2016.95833333333
2016	12	Goddard	S	8.28	5.51	2016.95833333333
2017	1	Goddard	N	13.19	11.37	2017.04166666667
2017	1	Goddard	S	3.78	2.56	2017.04166666667
2017	2	Goddard	N	14.12	12.32	2017.125
2017	2	Goddard	S	2.29	1.64	2017.125
2017	3	Goddard	N	14.29	12.61	2017.20833333333
2017	3	Goddard	S	2.7	1.83	2017.20833333333
2017	4	Goddard	N	13.75	12.26	2017.29166666667
2017	4	Goddard	S	5.44	3.93	2017.29166666667
2017	5	Goddard	N	12.63	11.01	2017.375
2017	5	Goddard	S	9.01	6.83	2017.375
2017	6	Goddard	N	10.76	8.63	2017.45833333333
2017	6	Goddard	S	12.41	9.8	2017.45833333333
2017	7	Goddard	N	7.94	5.65	2017.54166666667
2017	7	Goddard	S	15.3	12.28	2017.54166666667
2017	8	Goddard	N	5.48	3.64	2017.625
2017	8	Goddard	S	17.22	13.62	2017.625
2017	9	Goddard	N	4.82	3.35	2017.70833333333
2017	9	Goddard	S	17.91	13.92	2017.70833333333
2017	10	Goddard	N	6.77	5.3	2017.79166666667
2017	10	Goddard	S	17.78	13.45	2017.79166666667
2017	11	Goddard	N	9.49	8.08	2017.875
2017	11	Goddard	S	15.11	10.91	2017.875
2017	12	Goddard	N	11.74	10.26	2017.95833333333
2017	12	Goddard	S	9.48	6.23	2017.95833333333
2018	1	Goddard	N	13.08	11.7	2018.04166666667
2018	1	Goddard	S	4.21	2.69	2018.04166666667
2018	2	Goddard	N	13.97	12.31	2018.125
2018	2	Goddard	S	2.33	1.63	2018.125
2018	3	Goddard	N	14.3	12.69	2018.20833333333
2018	3	Goddard	S	3.54	2.31	2018.20833333333
2018	4	Goddard	N	13.7	12.28	2018.29166666667
2018	4	Goddard	S	6.03	4.15	2018.29166666667
2018	5	Goddard	N	12.23	10.81	2018.375
2018	5	Goddard	S	9.32	7.15	2018.375
2018	6	Goddard	N	10.78	8.79	2018.45833333333
2018	6	Goddard	S	12.89	10.23	2018.45833333333
2018	7	Goddard	N	8.27	5.76	2018.54166666667
2018	7	Goddard	S	15.7	12.49	2018.54166666667
2018	8	Goddard	N	5.61	3.9	2018.625
2018	8	Goddard	S	17.42	14.01	2018.625
2018	9	Goddard	N	4.79	3.35	2018.70833333333
2018	9	Goddard	S	17.96	14.2	2018.70833333333
2018	10	Goddard	N	6.13	4.59	2018.79166666667
2018	10	Goddard	S	17.73	13.99	2018.79166666667
2018	11	Goddard	N	9.82	8.43	2018.875
2018	11	Goddard	S	15.1	10.75	2018.875
2018	12	Goddard	N	11.86	10.45	2018.95833333333
2018	12	Goddard	S	9.19	5.59	2018.95833333333
2019	1	Goddard	N	13.57	12.14	2019.04166666667
2019	1	Goddard	S	3.87	2.66	2019.04166666667
2019	2	Goddard	N	14.39	12.76	2019.125
2019	2	Goddard	S	2.65	1.81	2019.125
2019	3	Goddard	N	14.57	12.89	2019.20833333333
2019	3	Goddard	S	3.17	2.1	2019.20833333333
2019	4	Goddard	N	13.43	11.9	2019.29166666667
2019	4	Goddard	S	5.72	4.18	2019.29166666667
2019	5	Goddard	N	12.19	10.5	2019.375
2019	5	Goddard	S	8.85	6.84	2019.375
2019	6	Goddard	N	10.59	8.32	2019.45833333333
2019	6	Goddard	S	12.25	9.75	2019.45833333333
2019	7	Goddard	N	7.59	5.13	2019.54166666667
2019	7	Goddard	S	15.3	12.33	2019.54166666667
2019	8	Goddard	N	5.03	3.24	2019.625
2019	8	Goddard	S	17.48	13.99	2019.625
2019	9	Goddard	N	4.36	3.17	2019.70833333333
2019	9	Goddard	S	18.33	14.6	2019.70833333333
2019	10	Goddard	N	5.73	4.53	2019.79166666667
2019	10	Goddard	S	17.94	13.9	2019.79166666667
2019	11	Goddard	N	9.35	7.98	2019.875
2019	11	Goddard	S	14.99	11.19	2019.875
2019	12	Goddard	N	11.9	10.52	2019.95833333333
2019	12	Goddard	S	9.41	6.59	2019.95833333333
2020	1	Goddard	N	13.64	12.15	2020.04166666667
2020	1	Goddard	S	4.6	3.09	2020.04166666667
2020	2	Goddard	N	14.64	12.95	2020.125
2020	2	Goddard	S	2.92	1.83	2020.125
2020	3	Goddard	N	14.73	13.03	2020.20833333333
2020	3	Goddard	S	4	2.59	2020.20833333333
2020	4	Goddard	N	13.62	12.02	2020.29166666667
2020	4	Goddard	S	6.66	4.81	2020.29166666667
2020	5	Goddard	N	12.34	10.51	2020.375
2020	5	Goddard	S	9.87	7.61	2020.375
2020	6	Goddard	N	10.59	8.41	2020.45833333333
2020	6	Goddard	S	13.27	10.59	2020.45833333333
2020	7	Goddard	N	7.29	5.07	2020.54166666667
2020	7	Goddard	S	15.72	12.58	2020.54166666667
2020	8	Goddard	N	5.07	3.1	2020.625
2020	8	Goddard	S	17.76	14.42	2020.625
2020	9	Goddard	N	4	2.83	2020.70833333333
2020	9	Goddard	S	18.84	15.09	2020.70833333333
2020	10	Goddard	N	5.33	4.11	2020.79166666667
2020	10	Goddard	S	18.49	14.6	2020.79166666667
2020	11	Goddard	N	8.99	7.53	2020.875
2020	11	Goddard	S	16.23	11.88	2020.875
2020	12	Goddard	N	11.73	10.16	2020.95833333333
2020	12	Goddard	S	10.57	6.61	2020.95833333333
2021	1	Goddard	N	13.5	11.75	2021.04166666667
2021	1	Goddard	S	4.78	2.94	2021.04166666667
2021	2	Goddard	N	14.39	12.76	2021.125
2021	2	Goddard	S	2.89	1.72	2021.125
2021	3	Goddard	N	14.66	12.99	2021.20833333333
2021	3	Goddard	S	4.48	2.82	2021.20833333333
2021	4	Goddard	N	13.79	12.18	2021.29166666667
2021	4	Goddard	S	7.13	5.29	2021.29166666667
2021	5	Goddard	N	12.68	10.86	2021.375
2021	5	Goddard	S	10.4	8.21	2021.375
2021	6	Goddard	N	10.77	8.39	2021.45833333333
2021	6	Goddard	S	13.54	11.05	2021.45833333333
2021	7	Goddard	N	7.65	5.53	2021.54166666667
2021	7	Goddard	S	16.45	13.36	2021.54166666667
2021	8	Goddard	N	5.71	3.78	2021.625
2021	8	Goddard	S	18.19	14.63	2021.625
2021	9	Goddard	N	4.95	3.47	2021.70833333333
2021	9	Goddard	S	18.51	14.42	2021.70833333333
2021	10	Goddard	N	6.82	5.43	2021.79166666667
2021	10	Goddard	S	17.69	13.39	2021.79166666667
2021	11	Goddard	N	9.83	8.57	2021.875
2021	11	Goddard	S	15.04	10.45	2021.875
2021	12	Goddard	N	12.15	10.74	2021.95833333333
2021	12	Goddard	S	9.24	5.48	2021.95833333333
2022	1	NRTSI-G	N	13.88	12.22	2022.04166666667
2022	1	NRTSI-G	S	3.86	2.38	2022.04166666667
2022	2	NRTSI-G	N	14.61	12.86	2022.125
2022	2	NRTSI-G	S	2.16	1.35	2022.125
2022	3	NRTSI-G	N	14.59	12.73	2022.20833333333
2022	3	NRTSI-G	S	2.82	1.83	2022.20833333333
2022	4	NRTSI-G	N	14.04	12.42	2022.29166666667
2022	4	NRTSI-G	S	5.89	4.21	2022.29166666667
2022	5	NRTSI-G	N	12.88	11.06	2022.375
2022	5	NRTSI-G	S	9.32	7.23	2022.375
